@relation jAudio
@ATTRIBUTE "MFCC Overall Average1" NUMERIC
@ATTRIBUTE "MFCC Overall Average2" NUMERIC
@ATTRIBUTE "MFCC Overall Average3" NUMERIC
@ATTRIBUTE "MFCC Overall Average4" NUMERIC
@ATTRIBUTE "MFCC Overall Average5" NUMERIC
@ATTRIBUTE "MFCC Overall Average6" NUMERIC
@ATTRIBUTE "MFCC Overall Average7" NUMERIC
@ATTRIBUTE "MFCC Overall Average8" NUMERIC
@ATTRIBUTE "MFCC Overall Average9" NUMERIC
@ATTRIBUTE "MFCC Overall Average10" NUMERIC
@ATTRIBUTE "MFCC Overall Average11" NUMERIC
@ATTRIBUTE "MFCC Overall Average12" NUMERIC
@ATTRIBUTE Class {bed , dining , kitchen , meeting , office , washroom}
@DATA
-5.383513163601455,12.676176954866753,3.9057297076170214,3.8684492893508007,3.7257176156798413,2.079757416306038,-0.5924204641562565,0.49989022640749103,0.1914376880766095,-1.367865276848894,0.4435965060474171,-0.8055394322217959,bed
-5.1080586187366706,10.090497174829588,4.0489609536459525,4.294006900961508,3.4755392916713976,2.1128108653196684,-0.2706359763477436,0.32881323544386043,0.08474782725325229,-1.1487383257165285,0.6752887733595189,-0.8073661915442131,bed
-4.747661457548141,11.942038975378624,3.4766675616528846,3.584880860843448,3.376957556053326,1.833739679698914,-0.5160737825642243,0.4760743228356834,0.06926583297976464,-1.3694571052404758,0.6495489609905505,-0.5052923516157743,bed
-3.646001850585872,5.281534833566946,2.3865643544678887,3.463710330736562,2.9100081483942013,2.1676127127686025,0.43112287287182116,0.40711528334616215,-0.31624564838929115,-1.158784486511476,0.7123219939005234,-0.3524268186822363,bed
-5.382152550529622,11.854548995510232,3.980124555347382,3.814689411339974,3.1003310017760985,1.8425054143299435,-0.19150681329877856,0.6546906491683381,0.06609386851358803,-1.2455666655275872,0.6497649630753515,-0.6535101890176339,bed
-4.778587779625901,6.337103101017519,3.792542082850593,4.479241671344234,3.2175781240414265,2.4714478021291573,0.3415639066050905,0.4750788907799415,-0.011245848147849055,-1.0564827828394157,0.6822364211085418,-0.6443056843238363,bed
-3.0880381022248082,11.005652384876775,3.0546238763564992,3.2861411553858053,3.155562810115136,2.164966172098073,-0.14389418327899692,0.3388903459955352,-0.10096618518641155,-0.9983218020136416,0.8488280824601022,-0.5249054665323096,bed
-3.767262610116164,7.738299512890328,3.422961845434431,4.146335749201247,2.856462336012807,1.6663338229702493,-0.13723701489459317,0.549417056853667,0.17663120997352735,-1.0761672995834382,0.6047891923539915,-0.5676875893667985,bed
-6.000765103674965,11.574242377071549,4.38465895701113,3.8856312271062734,3.224502193224297,1.9115225730569163,-0.21655268312205891,0.5730117062206261,0.253522836939809,-1.1686143456486227,0.5715022555731214,-0.7498877768252022,bed
-5.1190204717207575,11.474805080170391,3.541406028488403,3.704878316637947,3.5296058052607053,1.994598534841899,-0.6054494416622587,0.4853595178547894,0.08617617463642878,-1.2582175843833021,0.605411580329974,-0.25415701828604226,bed
-5.5239922094422385,11.642163486244224,4.1736204679014826,4.002914412905505,3.2677771559773205,1.845588169075691,-0.6467898796774042,0.18187663904306006,0.062151023644204995,-1.1194659884001732,0.5746869682584069,-0.670966773679919,bed
-0.98677633803963,9.070594525013448,3.087202278810611,2.34715194797059,1.7954352356696495,1.774733223665259,-0.21848769435237897,0.11164378176671347,-0.32254403471028437,-0.9114902598317576,1.467515980933639,-0.2934118774082282,bed
-5.468704087222829,10.063653066987392,4.239966711341241,3.3387368795544647,2.986077261451637,1.9458936916547733,-0.6233105404359969,0.32768600419218735,0.2834486975936271,-1.18264844493468,0.6341905286560326,-0.4714323269272351,bed
-3.8833889962826516,9.882478095158133,3.8940133811951787,3.6161278121315905,2.371850401508365,1.6417205064677793,-0.26402604615434255,0.48440176540593716,0.06599794943471841,-1.1072262924562712,0.5605811576574597,-0.5922570372673778,bed
-5.582521534928592,9.791746119094494,4.603315041516699,3.3112599695890044,2.547741126905173,2.1538937771211466,-0.02103539033956354,0.39449619946760756,0.1281189157422108,-1.0604700089978136,0.6340264646366749,-0.7033713768257001,bed
-4.804967433885129,10.510447465672522,3.85764038953492,3.887592455588995,3.090913710868403,1.3774632466432901,-0.4135373637926003,0.8021003567631686,0.27344969482460385,-1.3991277973652452,0.4594142185552408,-0.4785080682250089,bed
-4.9252565549243315,9.63257082572212,3.81872458888414,3.9798431834184127,3.05525167141128,1.2141966007767582,-0.39793642731949874,0.7357490605496697,0.2658496895592637,-1.2064622891464685,0.38491889187827427,-0.49761851430458803,bed
-5.281847410022916,12.330565855402655,4.094982778012291,3.803973815031769,3.509993616773015,1.9698434718066693,-0.35707333611969583,0.661403152471452,0.16689944658373623,-1.5027369795013592,0.31456411227010433,-0.7741248252426652,bed
-5.628956102063306,12.498041347153084,4.147421708968584,4.0138684451093205,3.657322487678134,1.864446593098095,-0.7196336454231433,0.5282328104077263,0.21831572111409686,-1.4653397937584909,0.3207047618045038,-0.6265940887350108,bed
-3.7330740234412896,10.794017527690169,2.687804570682016,3.4126597883677623,3.379156631333982,2.2434039461193596,-0.09838565246797466,0.16779051067653736,-0.23200384938754484,-0.9944449149875106,0.816287509319722,-0.8676394503853587,bed
-5.577376848386997,12.492273042544612,4.22225290641007,3.9036144448555565,3.659877935020116,2.004067752314641,-0.46260244466906486,0.5468669572915039,0.27806788779783176,-1.4042457594927753,0.36515580846627854,-0.7121213576386751,bed
-6.225381979802471,12.842926475746694,4.0932364523026115,4.262127361131375,3.847648498237629,2.0096322852123416,-0.4383450272723839,0.40205915649277174,0.21123925750154407,-1.4365510888661466,0.4202913330100429,-0.9042474695185418,bed
-5.796022078284276,12.297651560296956,3.814934271463352,3.6780374032893115,3.650646305912432,2.062432012301957,-0.5004152037280266,0.6584035038056405,0.3115903057317608,-1.453655221091932,0.3248152223497915,-0.6420009479825213,bed
-5.494456817117407,12.500963668906834,3.856278844166183,3.658029047834699,3.5613374149755512,1.8350853077192975,-0.6262059058049049,0.583600199122106,0.19906005278150055,-1.4073519461505624,0.47638768266470743,-0.6648400180768911,bed
-5.877772360874758,12.457563294723798,4.164265859294744,3.9787791520134568,3.700403150989233,1.8357055430568936,-0.602212400805371,0.6848348718894133,0.33989878107981836,-1.4349519018860397,0.3729069157771738,-0.6704972167003804,bed
-4.976642143762996,11.809822728274709,3.9823314772724543,3.897212159513063,3.444333123677187,2.0960963297873985,-0.31421646370684675,0.47469463637307363,0.18687903910240788,-1.2212527912917834,0.4072464134228721,-0.8812092514599212,bed
-5.588121184858916,12.439748723578353,4.15411961112809,3.753255718534439,3.538552700349161,1.831989207184623,-0.5581276729927465,0.5712196649605459,0.34501295869576293,-1.1801521907179844,0.4677461181458387,-0.7241617513437991,bed
-3.7743370735488777,9.434431723974182,3.5104448978222482,3.2049100258106797,2.520837813365697,1.8693420963449316,-0.050918768132527485,0.3968275204612133,0.09508130289935153,-0.9811746690621719,0.7252299663775532,-0.4687140043339178,bed
-4.99670046515914,12.412152083161759,3.5876623425803764,3.5059558238765787,3.5645870002679545,1.835855562426118,-0.6237180683608469,0.5990119136624099,0.3092655494561614,-1.3269962033911564,0.41142885330748236,-0.7420131121364851,bed
-5.6216722577462654,12.56697911519757,4.137880602674003,3.9253090857644337,3.6776227709571523,1.8690949189200583,-0.47738302665703336,0.6631127321582183,0.3650629446879847,-1.2978587317560428,0.5431983690652731,-0.742833661385544,bed
-5.7429776551457,12.03191295133562,4.5662759582575845,4.153133346058222,3.496121413493837,2.0547383067597287,-0.38179209826097726,0.517225623053428,0.203381940112615,-1.1952005348415293,0.3407284875612083,-0.7884179164119004,bed
-5.79479591679001,11.835286158046824,4.172631483534626,3.9112863596294076,3.2723705149014295,1.7050680354413288,-0.43927300706827693,0.5002877911040864,0.2745865943435197,-1.2589445170666342,0.674986398649812,-0.77772623461993,bed
-3.2433855176031443,10.018910550424104,2.1405674893868314,1.392211288349208,0.061449604332153684,1.3162547667026312,-0.12650447894308353,0.9435215634162617,0.9160682756413012,0.06915797216184157,1.7440959548330057,0.32292913256288924,dining
-4.1843157677503,11.362726217699354,2.691650990883499,1.66797570026316,0.17261608261910016,1.208914760298551,0.11750222750316547,1.1525851492935104,1.0901752731560657,-0.08735629806990028,1.8159758534604808,0.29947339152974817,dining
-4.024456726091948,11.057991608809713,3.0367165489657433,1.6795357568631466,0.22582585304033168,1.1590308848378523,0.16075086952194717,1.122387889636951,0.8164164168850596,-0.28875367810216507,1.7696274112236345,0.5246026037424927,dining
-4.20350864111717,11.160563281106574,2.580845892746899,1.436280769535943,0.06817171431515702,1.095226873761054,0.2912951990353298,1.315893304095687,1.120443345922733,-0.26853049419427866,1.7280471537201663,0.284308345670105,dining
-4.295899170545245,10.151728789446596,2.618497847922602,1.8161801108908933,0.32326184415326376,1.268992335360198,0.1661347802396304,1.189623073606644,1.0744232015405146,-0.09628496080733333,1.756030546143051,0.38115001309623214,dining
-3.5870191191430285,11.012120808715512,2.836337755838161,1.7395497483599827,0.167538426838286,1.2973639934126835,0.1584218151665241,1.2204755952162742,1.1343947733036186,0.008330042156178772,1.851635710550726,0.4219457495950613,dining
-3.2839624722064036,9.132179646804484,2.3996229467332237,1.6894679720952435,0.08798653168700607,1.3198410669015006,0.020542866567308294,0.8387361905117966,0.9346702311925601,-0.05731002856897313,1.7921190206077187,0.31653467093831,dining
-3.7489476321212685,10.681962088982417,2.3429985837465437,1.3414818918304179,-0.0406841540322065,0.9312369388741105,-0.07195268523552718,0.873916235817975,1.0565611482447677,-0.18139168776308748,1.7516231155725124,0.39504700780179236,dining
-3.1828944427764365,10.826571745956587,2.3154450097339505,1.3921115426921937,0.2839064757600829,1.1134528956344505,-0.05439878727728371,0.9651986124350012,0.9183766241214679,-0.35856233649054114,1.6276954137925324,0.22594636624398282,dining
-3.7502374658778463,9.77368671444229,2.739992089761615,1.851856344730494,0.03827467810695064,1.0418222847209992,-0.10162981763107826,0.9294133029559023,0.9677506587757948,-0.05106231167976101,1.7918923771480695,0.4311726548037417,dining
-4.10464687163932,10.327074693624358,2.7071842439007145,1.7072498537033345,0.22085896786103115,1.1756047645581185,0.01033091108777934,0.9684313767675263,0.9008059223663119,-0.1538494221082589,1.818026984611449,0.26586558071606636,dining
-2.8637675143124692,8.252059928370693,2.2001329057144297,1.3965857562542807,0.01048697943879428,1.553001032194326,0.2915371004919674,0.9186888518899531,0.9245906629176595,-0.04903194797213133,1.7124445497126184,0.2384564983002189,dining
